MonthYear,YEAR,Actor1Name,Actor1Code,QuadClass,Actor2Name,Actor2Code,EventCode,GoldsteinScale,NumMentions,NumArticles,AvgTone,Actor1Geo_Fullname,Actor1Geo_Lat,Actor1Geo_Long,Actor2Geo_Fullname,Actor2Geo_Lat,Actor2Geo_Long,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long
197901,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,010,0.0,4,4,8.36236933797909,Uganda,1.0,32.0,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,Uganda,1.0,32.0
197901,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,010,0.0,1,1,8.36236933797909,Uganda,1.0,32.0,Uganda,1.0,32.0,Uganda,1.0,32.0
197905,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAELI,ISR,111,-2.0,1,1,2.76243093922652,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
197905,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAELI,ISR,111,-2.0,4,4,4.41988950276243,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
197907,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,4,JERUSALEM,ISR,183,-10.0,2,2,4.69043151969981,Lebanon,33.8333,35.8333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
197907,1979,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,182,-9.5,1,1,5.6890012642225,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Jerusalem, Israel (general), Israel",31.7667,35.2333
197907,1979,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,182,-9.5,2,2,5.18971639196115,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
197907,1979,JERUSALEM,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,182,-9.5,10,10,5.18971639196115,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,France,46.0,2.0
197907,1979,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,182,-9.5,1,1,4.69043151969981,"Jerusalem, Israel (general), Israel",31.7667,35.2333,Lebanon,33.8333,35.8333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
197907,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,4,JERUSALEM,ISR,183,-10.0,2,2,5.6890012642225,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
197907,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,4,JERUSALEM,ISR,183,-10.0,14,14,5.18971639196115,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
197911,1979,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,4,ISRAEL,ISR,190,-10.0,4,4,3.8961038961039,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198204,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAELI,ISR,013,0.4,1,1,2.05761316872428,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198204,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAELI,ISR,013,0.4,5,5,6.5843621399177,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198206,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,120,-4.0,1,1,4.01606425702811,"London, London, City of, United Kingdom",51.5,-0.116667,Israel,31.5,34.75,Israel,31.5,34.75
198206,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,120,-4.0,1,1,4.01606425702811,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198207,1982,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,051,3.4,2,2,7.11340206185567,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
198207,1982,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,051,3.4,7,7,7.11340206185567,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Washington, District of Columbia, United States",38.8951,-77.0364,"Jerusalem, Israel (general), Israel",31.7667,35.2333
198208,1982,ISRAEL,ISRMED,3,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,100,-5.0,9,9,3.7593984962406,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
198209,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,112,-2.0,2,2,2.10526315789474,"Beirut, Beyrouth, Lebanon",33.8719,35.5097,"Beirut, Beyrouth, Lebanon",33.8719,35.5097,"Beirut, Beyrouth, Lebanon",33.8719,35.5097
198209,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,112,-2.0,9,9,6.31578947368421,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198211,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,111,-2.0,1,1,2.02020202020202,Syria,35.0,38.0,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667
198212,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,046,7.0,7,7,4.51977401129944,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198212,1982,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,046,7.0,2,2,4.51977401129944,Israel,31.5,34.75,Israel,31.5,34.75,"Madrid, Madrid, Spain",40.4,-3.68333
198212,1982,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,046,7.0,7,7,4.51977401129944,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198212,1982,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,046,7.0,2,2,4.51977401129944,Israel,31.5,34.75,Israel,31.5,34.75,"Madrid, Madrid, Spain",40.4,-3.68333
198301,1983,ISRAEL,ISR,2,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,072,8.3,4,4,3.47222222222222,"Jordan River, Israel (general), Israel",31.7633,35.5575,"Jordan River, Israel (general), Israel",31.7633,35.5575,"Jordan River, Israel (general), Israel",31.7633,35.5575
198303,1983,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,192,-9.5,9,9,4.24107142857143,Israel,31.5,34.75,"Beirut, Beyrouth, Lebanon",33.8719,35.5097,"Beirut, Beyrouth, Lebanon",33.8719,35.5097
198303,1983,ISRAELI,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,192,-9.5,6,6,6.02836879432624,"Jordan River, Israel (general), Israel",31.7633,35.5575,"Jordan River, Israel (general), Israel",31.7633,35.5575,"Jordan River, Israel (general), Israel",31.7633,35.5575
198303,1983,ISRAELI,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,192,-9.5,2,2,6.02836879432624,Iran,32.0,53.0,Iran,32.0,53.0,Iran,32.0,53.0
198303,1983,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,192,-9.5,1,1,6.02836879432624,Lebanon,33.8333,35.8333,"Jordan River, Israel (general), Israel",31.7633,35.5575,"Jordan River, Israel (general), Israel",31.7633,35.5575
198303,1983,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,4,ISRAELI,ISR,181,-9.0,4,4,6.80851063829787,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198405,1984,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,046,7.0,2,2,5.57851239669422,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198405,1984,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,046,7.0,2,2,5.57851239669422,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198405,1984,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,051,3.4,2,2,5.57851239669422,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198411,1984,ISRAELI,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,190,-10.0,1,1,4.75247524752475,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Sidon, Liban-Sud, Lebanon",33.5631,35.3689,"Sidon, Liban-Sud, Lebanon",33.5631,35.3689
198411,1984,ISRAELI,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLOREB,190,-10.0,1,1,4.75247524752475,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Sidon, Liban-Sud, Lebanon",33.5631,35.3689,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667
198508,1985,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,164,-7.0,2,2,3.7542662116041,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198508,1985,ISRAEL,ISR,3,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,125,-5.0,2,2,3.7542662116041,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198508,1985,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,164,-7.0,9,9,6.48464163822526,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198508,1985,ISRAEL,ISR,3,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,125,-5.0,9,9,6.48464163822526,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198509,1985,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAELI,ISR,016,-2.0,8,8,2.51716247139588,"Amman, (JO11), Jordan",31.95,35.9333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Amman, (JO11), Jordan",31.95,35.9333
198509,1985,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,016,-2.0,2,2,2.51716247139588,"Amman, (JO11), Jordan",31.95,35.9333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
198509,1985,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,051,3.4,2,2,5.55555555555556,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198509,1985,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,051,3.4,9,9,12.6262626262626,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198510,1985,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,195,-10.0,1,1,4.16666666666667,Israel,31.5,34.75,"Tunis, (TS26), Tunisia",36.8028,10.1797,Israel,31.5,34.75
198510,1985,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,195,-10.0,1,1,4.16666666666667,United States,38.0,-97.0,United States,38.0,-97.0,United States,38.0,-97.0
198510,1985,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,195,-10.0,1,1,4.18502202643172,United States,38.0,-97.0,United States,38.0,-97.0,United States,38.0,-97.0
198510,1985,ISRAEL,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,195,-10.0,1,1,4.18502202643172,Israel,31.5,34.75,Tunisia,34.0,9.0,Israel,31.5,34.75
198609,1986,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,046,7.0,1,1,5.6043956043956,Jordan,31.0,36.0,Jordan,31.0,36.0,Jordan,31.0,36.0
198609,1986,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,036,4.0,1,1,5.6043956043956,Jordan,31.0,36.0,Jordan,31.0,36.0,Jordan,31.0,36.0
198609,1986,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,046,7.0,1,1,5.6043956043956,Jordan,31.0,36.0,Jordan,31.0,36.0,Jordan,31.0,36.0
198611,1986,ISRAELI,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,042,1.9,9,9,3.66379310344828,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198611,1986,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAELI,ISR,043,2.8,9,9,3.66379310344828,"Costinesti, Romania (general), Romania",43.95,28.6333,Israel,31.5,34.75,Israel,31.5,34.75
198705,1987,ISRAELI,ISR,4,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,190,-10.0,7,7,2.76243093922652,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667
198902,1989,ISRAEL,ISR,2,AL HAQ,NGOPALHRI,090,-2.0,4,4,3.61990950226244,"Gaza City, Israel (general), Israel",31.4167,34.3333,"Gaza City, Israel (general), Israel",31.4167,34.3333,"Gaza City, Israel (general), Israel",31.4167,34.3333
198906,1989,AL HAQ,NGOPALHRI,3,ISRAEL,ISR,112,-2.0,2,2,4.23529411764706,United States,38.0,-97.0,United States,38.0,-97.0,United States,38.0,-97.0
198906,1989,AL HAQ,NGOPALHRI,3,ISRAELI,ISR,112,-2.0,7,7,4.23529411764706,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
198910,1989,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,043,2.8,9,9,10.3571428571429,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198910,1989,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,042,1.9,9,9,10.3571428571429,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
198910,1989,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,043,2.8,2,2,5.35714285714286,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
198910,1989,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,042,1.9,2,2,5.35714285714286,Japan,36.0,138.0,Japan,36.0,138.0,Japan,36.0,138.0
199001,1990,ISRAELI,ISR,3,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,120,-4.0,9,9,4.12371134020619,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199001,1990,ISRAELI,ISR,3,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,120,-4.0,2,2,2.83505154639175,"Cairo, Al Qahirah, Egypt",30.05,31.25,"Cairo, Al Qahirah, Egypt",30.05,31.25,"Cairo, Al Qahirah, Egypt",30.05,31.25
199002,1990,AL HAQ,NGOPALHRI,2,ISRAEL,ISR,090,-2.0,1,1,0.0,"Gaza, Israel (general), Israel",31.4167,34.3333,"Nablus, West Bank (general), West Bank",32.2199,35.2636,"Gaza, Israel (general), Israel",31.4167,34.3333
199002,1990,AL HAQ,NGOPALHRI,2,ISRAEL,ISR,090,-2.0,1,1,0.0,"Gaza, Israel (general), Israel",31.4167,34.3333,"Gaza, Israel (general), Israel",31.4167,34.3333,"Gaza, Israel (general), Israel",31.4167,34.3333
199002,1990,JERUSALEM,ISR,1,AL HAQ,NGOPALHRI,014,0.0,5,5,2.98507462686567,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199002,1990,JERUSALEM,ISR,1,AL HAQ,NGOPALHRI,014,0.0,5,5,0.995024875621891,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
199005,1990,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,015,0.0,4,4,7.52688172043011,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
199010,1990,AL HAQ,NGOPALHRI,3,ISRAELI,ISRGOV,111,-2.0,3,3,3.15031503150315,West Bank,31.6667,35.25,"Jerusalem, Israel (general), Israel",31.7667,35.2333,West Bank,31.6667,35.25
199010,1990,ISRAELI,ISR,3,AL HAQ,NGOPALHRI,112,-2.0,5,5,3.92749244712991,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,ISRAELI,ISR,3,AL HAQ,NGOPALHRI,112,-2.0,4,4,3.92749244712991,"Southern District, HaDarom, Israel",30.6667,34.8333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,AL HAQ,NGOPALHRI,3,ISRAELI,ISR,112,-2.0,5,5,3.92749244712991,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,AL HAQ,NGOPALHRI,3,ISRAELI,ISR,112,-2.0,4,4,3.92749244712991,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,AL HAQ,NGOPALHRI,3,ISRAELI,ISR,112,-2.0,4,4,3.78787878787879,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,AL HAQ,NGOPALHRI,3,ISRAELI,ISR,112,-2.0,5,5,3.78787878787879,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,ISRAELI,ISR,3,AL HAQ,NGOPALHRI,112,-2.0,4,4,3.78787878787879,"Southern District, HaDarom, Israel",30.6667,34.8333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Southern District, HaDarom, Israel",30.6667,34.8333
199010,1990,ISRAELI,ISR,3,AL HAQ,NGOPALHRI,112,-2.0,5,5,3.78787878787879,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333,"Southern District, HaDarom, Israel",30.6667,34.8333
199105,1991,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,051,3.4,2,2,7.8804347826087,"Amman, (JO11), Jordan",31.95,35.9333,"Amman, (JO11), Jordan",31.95,35.9333,"Amman, (JO11), Jordan",31.95,35.9333
199105,1991,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,051,3.4,8,8,7.8804347826087,Israel,31.5,34.75,"Amman, (JO11), Jordan",31.95,35.9333,Israel,31.5,34.75
199105,1991,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,120,-4.0,2,2,7.8804347826087,"Amman, (JO11), Jordan",31.95,35.9333,"Amman, (JO11), Jordan",31.95,35.9333,"Amman, (JO11), Jordan",31.95,35.9333
199105,1991,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,3,ISRAEL,ISR,120,-4.0,8,8,7.8804347826087,"Amman, (JO11), Jordan",31.95,35.9333,Israel,31.5,34.75,Israel,31.5,34.75
199109,1991,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,026,4.0,10,10,7.09219858156028,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
199111,1991,ISRAELI,ISR,1,AL HAQ,NGOPALHRI,010,0.0,4,4,5.08982035928144,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,United States,38.0,-97.0
199111,1991,ISRAELI,ISR,1,AL HAQ,NGOPALHRI,010,0.0,1,1,5.08982035928144,"Jerusalem, Israel (general), Israel",31.7667,35.2333,United States,38.0,-97.0,United States,38.0,-97.0
199205,1992,ISRAEL,ISR,1,PALESTINIAN CENTRE FOR HUMAN RIGHTS,NGOPALHRI,010,0.0,4,4,3.06513409961686,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199306,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,10,10,5.249343832021,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199306,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,10,10,5.249343832021,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199306,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,2,2,5.40540540540541,Israel,31.5,34.75,"Oslo, Oslo, Norway",59.9167,10.75,Israel,31.5,34.75
199306,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,8,8,5.40540540540541,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199306,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,8,8,5.40540540540541,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199306,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,2,2,5.40540540540541,"Oslo, Oslo, Norway",59.9167,10.75,Israel,31.5,34.75,Israel,31.5,34.75
199309,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,030,4.0,9,9,9.20245398773006,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISRGOV,057,8.0,9,9,14.8148148148148,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,ISRAEL,ISRGOV,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,2,2,8.46560846560847,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISRGOV,057,8.0,2,2,8.46560846560847,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199309,1993,ISRAEL,ISRGOV,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,9,9,14.8148148148148,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,9,9,16.9811320754717,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,ISRAEL,ISR,2,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,070,7.0,5,5,16.9811320754717,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,9,9,16.9811320754717,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,ISRAEL,ISR,2,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,070,7.0,1,1,10.062893081761,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,2,2,10.062893081761,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199309,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,2,2,10.062893081761,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,SHIMON PERES,ISRELIGOV,057,8.0,9,9,6.50684931506849,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,SHIMON PERES,ISRELIGOV,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,2,2,4.28082191780822,"Washington, District of Columbia, United States",38.8951,-77.0364,"Gaza, Israel (general), Israel",31.4167,34.3333,"Washington, District of Columbia, United States",38.8951,-77.0364
199309,1993,SHIMON PERES,ISRELIGOV,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,9,9,6.50684931506849,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,SHIMON PERES,ISRELIGOV,057,8.0,2,2,4.28082191780822,"Gaza, Israel (general), Israel",31.4167,34.3333,"Washington, District of Columbia, United States",38.8951,-77.0364,"Washington, District of Columbia, United States",38.8951,-77.0364
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,2,2,4.90196078431373,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
199309,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,2,2,4.90196078431373,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333,"Jerusalem, Israel (general), Israel",31.7667,35.2333
199309,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,057,8.0,9,9,10.2941176470588,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199309,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,057,8.0,9,9,10.2941176470588,null,0.0,0.0,null,0.0,0.0,null,0.0,0.0
199310,1993,ISRAEL,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,030,4.0,9,9,3.32805071315372,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
199310,1993,ISRAELI,ISR,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,040,1.0,3,3,6.28019323671498,Israel,31.5,34.75,"Washington, District of Columbia, United States",38.8951,-77.0364,"Washington, District of Columbia, United States",38.8951,-77.0364
199310,1993,ISRAELI,ISRGOV,1,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,040,1.0,3,3,6.28019323671498,Israel,31.5,34.75,"Washington, District of Columbia, United States",38.8951,-77.0364,"Washington, District of Columbia, United States",38.8951,-77.0364
199310,1993,PALESTINIAN LIBERATION ORGANIZATION,PALPLO,1,ISRAEL,ISR,030,4.0,9,9,3.32805071315372,Israel,31.5,34.75,Israel,31.5,34.75,Israel,31.5,34.75
